id,sample,target,action,response,action_text,exclude
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,8,1,refuse to work (strike),FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,9,0,deface flags or other national symbols,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,12,1,hold meetings to inform the public,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,20,1,make a public speech,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,21,0,spray paint political messages in public places,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,23,1,hold meetings to influence the public,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
zh4upjha0yjqe9648mc44df5,WJ,PJ,1,0,"disrupt traffic (e.g., blocking roads)",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,2,1,refuse to accept honours or awards in protest,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,3,1,attend or organise a protest rally,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,4,1,attend or organise a protest march,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,6,1,donate to political parties who oppose the bill,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,7,0,enter and refuse to leave a building (occupation),TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,8,0,refuse to work (strike),TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,9,0,deface flags or other national symbols,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,10,1,join or form a group of activists who oppose the bill,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,12,1,hold meetings to inform the public,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,14,1,donate to activist groups who oppose the bill,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,15,0,mock or insult individuals who support the bill,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,20,1,make a public speech,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,21,0,spray paint political messages in public places,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,23,1,hold meetings to influence the public,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,24,0,refuse to cooperate with the police and other government agencies,TRUE
zh4upjha0yjqe9648mc44df5,WJ,PJ,25,1,participate in a public meeting of representatives and elected officials,TRUE
3j028hvzemin375o0iue2mzd,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,3,1,attend or organise a protest rally,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,4,1,attend or organise a protest march,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,8,1,refuse to work (strike),FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,9,0,deface flags or other national symbols,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,12,1,hold meetings to inform the public,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,20,1,make a public speech,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,21,0,spray paint political messages in public places,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,23,1,hold meetings to influence the public,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
3j028hvzemin375o0iue2mzd,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
az521hwig16gyvkpsohh7ilr,WJ,PJ,1,0,"disrupt traffic (e.g., blocking roads)",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,2,1,refuse to accept honours or awards in protest,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,3,1,attend or organise a protest rally,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,4,1,attend or organise a protest march,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,6,0,donate to political parties who oppose the bill,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,7,1,enter and refuse to leave a building (occupation),TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,8,1,refuse to work (strike),TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,9,0,deface flags or other national symbols,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,10,0,join or form a group of activists who oppose the bill,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,12,1,hold meetings to inform the public,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,14,0,donate to activist groups who oppose the bill,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,15,0,mock or insult individuals who support the bill,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,18,0,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,19,0,paste up posters with political messages in places where it is allowed and encouraged,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,20,1,make a public speech,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,21,0,spray paint political messages in public places,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,23,0,hold meetings to influence the public,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,24,0,refuse to cooperate with the police and other government agencies,TRUE
az521hwig16gyvkpsohh7ilr,WJ,PJ,25,1,participate in a public meeting of representatives and elected officials,TRUE
is930aysloz7rh6z4micu6fc,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,3,1,attend or organise a protest rally,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,4,1,attend or organise a protest march,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,7,0,enter and refuse to leave a building (occupation),FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,8,1,refuse to work (strike),FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,9,0,deface flags or other national symbols,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,12,1,hold meetings to inform the public,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,20,1,make a public speech,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,21,0,spray paint political messages in public places,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,23,1,hold meetings to influence the public,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
is930aysloz7rh6z4micu6fc,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,3,0,attend or organise a protest rally,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,4,1,attend or organise a protest march,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,6,0,donate to political parties who oppose the bill,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,8,0,refuse to work (strike),FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,9,1,deface flags or other national symbols,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,10,0,join or form a group of activists who oppose the bill,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,12,0,hold meetings to inform the public,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,14,0,donate to activist groups who oppose the bill,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,15,1,mock or insult individuals who support the bill,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,20,0,make a public speech,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,21,1,spray paint political messages in public places,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,23,1,hold meetings to influence the public,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,3,1,attend or organise a protest rally,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,4,1,attend or organise a protest march,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,8,1,refuse to work (strike),FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,9,0,deface flags or other national symbols,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,12,1,hold meetings to inform the public,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,20,1,make a public speech,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,21,0,spray paint political messages in public places,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,23,1,hold meetings to influence the public,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,3,1,attend or organise a protest rally,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,4,1,attend or organise a protest march,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,6,0,donate to political parties who oppose the bill,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,7,0,enter and refuse to leave a building (occupation),FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,8,0,refuse to work (strike),FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,9,0,deface flags or other national symbols,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,10,1,join or form a group of activists who oppose the bill,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,12,1,hold meetings to inform the public,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,14,0,donate to activist groups who oppose the bill,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,15,0,mock or insult individuals who support the bill,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,20,1,make a public speech,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,21,0,spray paint political messages in public places,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,23,1,hold meetings to influence the public,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,2,0,refuse to accept honours or awards in protest,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,3,1,attend or organise a protest rally,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,4,1,attend or organise a protest march,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,6,0,donate to political parties who oppose the bill,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,7,0,enter and refuse to leave a building (occupation),FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,8,1,refuse to work (strike),FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,9,0,deface flags or other national symbols,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,12,1,hold meetings to inform the public,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,14,0,donate to activist groups who oppose the bill,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,20,1,make a public speech,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,21,0,spray paint political messages in public places,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,23,1,hold meetings to influence the public,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,3,1,attend or organise a protest rally,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,4,1,attend or organise a protest march,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,8,1,refuse to work (strike),FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,9,0,deface flags or other national symbols,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,10,0,join or form a group of activists who oppose the bill,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,12,1,hold meetings to inform the public,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,20,1,make a public speech,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,21,0,spray paint political messages in public places,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,23,1,hold meetings to influence the public,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,3,1,attend or organise a protest rally,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,4,1,attend or organise a protest march,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,6,1,donate to political parties who oppose the bill,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,7,1,enter and refuse to leave a building (occupation),FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,8,1,refuse to work (strike),FALSE
